Year,Make,Model,Engine,Viscosity,Capacity
2013,BMW,X6,4.4L 8 -cyl Engine Code N63B44A 3 Turbo,0W-30 (All TEMPS),10 quarts. . . (with filter)After refill check oil level.
2013,BMW,X6,4.4L 8 -cyl Engine Code N63B44B G Turbo,0W-30 (All TEMPS),9 quarts. . . (with filter)After refill check oil level.
2013,BMW,X6,4.4L 8 -cyl Engine Code S63B44A S Turbo,0W-30 (All TEMPS),9 quarts. . . (with filter)After refill check oil level.
2013,BMW,Z4,2.0L 4 -cyl Engine Code N20B20A A Turbo,0W-30 (All TEMPS),5.3 quarts. . . (with filter)After refill check oil level.
2013,BMW,Z4,3.0L 6 -cyl Engine Code N54 B30A 1 Turbo,0W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2013,Buick,ENCLAVE,3.6L 6 -cyl Engine Code [D] LLT 7,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Buick,ENCORE,1.4L 4 -cyl Engine Code [B] LUV B Turbo,0W-30 (Below -29),4.2 quarts. . . (with filter)After refill check oil level.
2013,Buick,LACROSSE,2.4L 4 -cyl Engine Code [R] LUK R,0W-30 (Below -29),5 quarts. . . (with filter)After refill check oil level.
2013,Buick,LACROSSE,3.6L 6 -cyl Engine Code [3] LFX 3 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Buick,REGAL,2.0L 4 -cyl Engine Code [V] LHU V Flex Turbo,0W-30 (Below -29),6.3 quarts. . . (with filter)After refill check oil level.
2013,Buick,REGAL,2.4L 4 -cyl Engine Code [R] LUK R,0W-30 (Below -29),5 quarts. . . (with filter)After refill check oil level.
2013,Buick,VERANO,2.0L 4 -cyl Engine Code [V] LHU V Flex Turbo,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Buick,VERANO,2.4L 4 -cyl Engine Code [K] LEA K Flex,0W-30 (Below -29),5 quarts. . . (with filter)After refill check oil level.
2013,Cadillac,ATS,2.0L 4 -cyl Engine Code [X] LTG X Turbo,0W-30 (Below -29),5 quarts. . . (with filter). RWDAfter refill check oil level.
2013,Cadillac,ATS,2.5L 4 -cyl Engine Code [A] LCV A,0W-30 (Below -29),5 quarts. . . (with filter)After refill check oil level.
2013,Cadillac,ATS,3.6L 6 -cyl Engine Code [3] LFX 3 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Cadillac,CTS,3.0L 6 -cyl Engine Code [5] LFW 5,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Cadillac,CTS,3.6L 6 -cyl Engine Code [3] LFX 3 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Cadillac,CTS,6.2L 8 -cyl Engine Code [P] LSA W,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Cadillac,ESCALADE,6.0L 8 -cyl Engine Code [J] LZ1 J,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Cadillac,ESCALADE,6.2L 8 -cyl Engine Code [F] L94 F Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Cadillac,ESCALADE ESV,6.2L 8 -cyl Engine Code [F] L94 F Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Cadillac,ESCALADE EXT,6.2L 8 -cyl Engine Code [F] L94 F Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Cadillac,SRX,3.6L 6 -cyl Engine Code [3] LFX 3 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Cadillac,XTS,3.6L 6 -cyl Engine Code [3] LFX C,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,CAMARO,3.6L 6 -cyl Engine Code [3] LFX C,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,CAMARO,6.2L 8 -cyl Engine Code [J] L99 J,0W-30 (Below -29),8 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,CAMARO,6.2L 8 -cyl Engine Code [P] LSA P,0W-30 (Below -29),8 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,CAMARO,6.2L 8 -cyl Engine Code [W] LS3 X,0W-30 (Below -29),8 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,CAPRICE,3.6L 6 -cyl Engine Code [3] LFX 3 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,CAPRICE,6.0L 8 -cyl Engine Code [2] L77 6 Flex,0W-30 (Below -29),8 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,CORVETTE,6.2L 8 -cyl Engine Code [T] LS9 T,5W-30 (All TEMPS),10.5 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,CORVETTE,6.2L 8 -cyl Engine Code [W] LS3 X,5W-30 (All TEMPS),6 quarts. . . (with filter). W/O DSOSAfter refill check oil level.
2013,Chevrolet,CORVETTE,7.0L 8 -cyl Engine Code [E] LS7 7,5W-30 (All TEMPS),10.5 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,CRUZE,1.4L 4 -cyl Engine Code [B] LUV B Turbo,0W-30 (Below -29),4.2 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,CRUZE,1.8L 4 -cyl Engine Code [G] LWE G,0W-30 (Below -29),4.2 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,CRUZE,1.8L 4 -cyl Engine Code [H] LUW 0 Flex,0W-30 (Below -29),4.2 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,IMPALA,3.6L 6 -cyl Engine Code [3] LFX 3 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,IMPALA,3.6L 6 -cyl Engine Code [3] LFX C,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,MALIBU,2.0L 4 -cyl Engine Code [X] LTG D Turbo,0W-30 (Below -29),5 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,MALIBU,2.4L 4 -cyl Engine Code [R] LUK R,0W-30 (Below -29),5 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,MALIBU,2.5L 4 -cyl Engine Code [A] LCV A,0W-30 (Below -29),5 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,SONIC,1.4L 4 -cyl Engine Code [B] LUV B Turbo,0W-30 (Below -29),4.2 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,SONIC,1.8L 4 -cyl Engine Code [G] LWE G,0W-30 (Below -29),4.8 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,SONIC,1.8L 4 -cyl Engine Code [H] LUW 0 Flex,0W-30 (Below -29),4.8 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,SPARK,1.2L 4 -cyl Engine Code [9] LL0 9,0W-30 (Below -29),4 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet,VOLT,1.4L 4 -cyl Engine Code [4] LUU 4,0W-30 (Below -29),3.7 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,AVALANCHE 1500,5.3L 8 -cyl Engine Code [0] LMG 0 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,AVALANCHE 1500,5.3L 8 -cyl Engine Code [7] LC9 4 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,CAPTIVA SPORT,2.4L 4 -cyl Engine Code [K] LEA K Flex,5W-30 (All TEMPS),5 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EQUINOX,2.4L 4 -cyl Engine Code [K] LEA 8,0W-30 (Below -29),5 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EQUINOX,2.4L 4 -cyl Engine Code [K] LEA K Flex,0W-30 (Below -29),5 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EQUINOX,3.6L 6 -cyl Engine Code [3] LFX 3 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EQUINOX,3.6L 6 -cyl Engine Code [3] LFX I,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EXPRESS 1500,4.3L 6 -cyl Engine Code [X] X,0W-30 (Below -29),4.5 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EXPRESS 1500,5.3L 8 -cyl Engine Code [4] LMF 5 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EXPRESS 2500,4.8L 8 -cyl Engine Code [A] L20 A Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EXPRESS 2500,6.0L 8 -cyl Engine Code [B] LC8 1,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EXPRESS 2500,6.0L 8 -cyl Engine Code [G] L96 G Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EXPRESS 2500,6.6L 8 -cyl Engine Code [L] LGH M Diesel Turbo,15W-40 (Above -18),10 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EXPRESS 3500,4.8L 8 -cyl Engine Code [A] L20 A Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EXPRESS 3500,6.0L 8 -cyl Engine Code [B] LC8 1,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EXPRESS 3500,6.0L 8 -cyl Engine Code [G] L96 G Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EXPRESS 3500,6.6L 8 -cyl Engine Code [L] LGH M Diesel Turbo,15W-40 (Above -18),10 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EXPRESS 4500,6.0L 8 -cyl Engine Code [B] LC8 1,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EXPRESS 4500,6.0L 8 -cyl Engine Code [G] L96 G Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,EXPRESS 4500,6.6L 8 -cyl Engine Code [L] LGH M Diesel Turbo,15W-40 (Above -18),10 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SILVERADO 1500 PICKUP,4.3L 6 -cyl Engine Code [X] X,0W-30 (Below -29),4.5 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SILVERADO 1500 PICKUP,4.8L 8 -cyl Engine Code [A] L20 A Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SILVERADO 1500 PICKUP,5.3L 8 -cyl Engine Code [0] LMG 0 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SILVERADO 1500 PICKUP,5.3L 8 -cyl Engine Code [7] LC9 4 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SILVERADO 1500 PICKUP,6.0L 8 -cyl Engine Code [J] LZ1 J,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SILVERADO 1500 PICKUP,6.2L 8 -cyl Engine Code [2] L9H 2 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SILVERADO 2500 HD PICKUP,6.0L 8 -cyl Engine Code [B] LC8 1,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SILVERADO 2500 HD PICKUP,6.0L 8 -cyl Engine Code [G] L96 D,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SILVERADO 2500 HD PICKUP,6.0L 8 -cyl Engine Code [G] L96 G Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SILVERADO 2500 HD PICKUP,6.6L 8 -cyl Engine Code [8] LML 9 Diesel Turbo,15W-40 (Above -18),10 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SILVERADO 3500 PICKUP,6.0L 8 -cyl Engine Code [G] L96 D,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SILVERADO 3500 PICKUP,6.0L 8 -cyl Engine Code [G] L96 G Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SILVERADO 3500 PICKUP,6.6L 8 -cyl Engine Code [8] LML 9 Diesel Turbo,15W-40 (Above -18),10 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SUBURBAN,5.3L 8 -cyl Engine Code [0] LMG 0 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SUBURBAN,5.3L 8 -cyl Engine Code [7] LC9 4 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,SUBURBAN,6.0L 8 -cyl Engine Code [G] L96 G Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,TAHOE,5.3L 8 -cyl Engine Code [0] LMG 0 Flex,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,TAHOE,6.0L 8 -cyl Engine Code [J] LZ1 J,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chevrolet Trucks,TRAVERSE,3.6L 6 -cyl Engine Code [D] LLT 6,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2013,Chrysler,200,2.4L 4 -cyl Engine Code [B] ED3 C,5W-20 (All TEMPS),4.6 quarts. . . (with filter)After refill check oil level.
2013,Chrysler,200,2.4L 4 -cyl Engine Code [B] EDG B,5W-20 (All TEMPS),4.6 quarts. . . (with filter)After refill check oil level.
2013,Chrysler,200,3.6L 6 -cyl Engine Code [G] ERB G Flex,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2013,Chrysler,300,3.6L 6 -cyl Engine Code [G] ERB E,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2013,Chrysler,300,3.6L 6 -cyl Engine Code [G] ERB G Flex,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2013,Chrysler,300,5.7L 8 -cyl Engine Code [T] EZH T,5W-20 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2013,Chrysler,300,6.4L 8 -cyl Engine Code [J] ESG J,0W-40 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2013,Chrysler,TOWN AND COUNTRY,3.6L 6 -cyl Engine Code [G] ERB E,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2013,Chrysler,TOWN AND COUNTRY,3.6L 6 -cyl Engine Code [G] ERB G Flex,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2013,Dodge,AVENGER,2.4L 4 -cyl Engine Code [B] B,5W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2013,Dodge,AVENGER,3.6L 6 -cyl Engine Code [G] ERB G Flex,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2013,Dodge,CHALLENGER,3.6L 6 -cyl Engine Code [G] ERB G Flex,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2013,Dodge,CHALLENGER,5.7L 8 -cyl Engine Code [T] T,5W-20 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2013,Dodge,CHALLENGER,6.4L 8 -cyl Engine Code [J] ESG K,0W-40 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2013,Dodge,CHALLENGER,6.4L 8 -cyl Engine Code [J] ESH J,0W-40 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2013,Dodge,CHARGER,3.6L 6 -cyl Engine Code [G] ERB E,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2013,Dodge,CHARGER,3.6L 6 -cyl Engine Code [G] ERB G Flex,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2013,Dodge,CHARGER,5.7L 8 -cyl Engine Code [T] EZH 1,5W-20 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2013,Dodge,CHARGER,5.7L 8 -cyl Engine Code [T] T,5W-20 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2013,Dodge,CHARGER,6.4L 8 -cyl Engine Code [J] ESG K,0W-40 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2013,Dodge,DART,1.4L 4 -cyl Engine Code [H] EAF H Turbo,5W-40 (All TEMPS),4 quarts. . . (with filter)After refill check oil level.
2013,Dodge,DART,2.0L 4 -cyl Engine Code [A] ECN 3,0W-20 (All TEMPS),5 quarts. . . (with filter)After refill check oil level.
2013,Dodge,DART,2.4L 4 -cyl Engine Code [B] ED6 2,0W-20 (All TEMPS),5.5 quarts. . . (with filter)After refill check oil level.
2013,Dodge,GRAND CARAVAN,3.6L 6 -cyl Engine Code [G] ERB E,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2013,Dodge,GRAND CARAVAN,3.6L 6 -cyl Engine Code [G] ERB G Flex,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2013,Dodge,JOURNEY,2.4L 4 -cyl Engine Code [B] B,5W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2013,Dodge,JOURNEY,3.6L 6 -cyl Engine Code [G] ERB G Flex,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2013,Dodge Trucks,DURANGO,3.6L 6 -cyl Engine Code [G] ERB G Flex,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2013,Dodge Trucks,DURANGO,5.7L 8 -cyl Engine Code [T] T,5W-20 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2013,Fiat,500,1.4L 4 -cyl Engine Code EAB R,5W-30 (All TEMPS),4 quarts. . . (with filter)After refill check oil level.
2013,Fiat,500,1.4L 4 -cyl Engine Code [H] EAF H Turbo,5W-40 (All TEMPS),4 quarts. . . (with filter)After refill check oil level.
2013,Ford,C-MAX,2.0L 4 -cyl Engine Code [U] 1,5W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2013,Ford,EDGE,2.0L 4 -cyl Engine Code [9] P Turbo,5W-30 (All TEMPS),5.7 quarts. . . (with filter)After refill check oil level.
2013,Ford,EDGE,3.5L 6 -cyl Engine Code [C] C,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2013,Ford,EDGE,3.7L 6 -cyl Engine Code [K] K,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2013,Ford,FIESTA,1.6L 4 -cyl Engine Code [J] J,5W-20 (All TEMPS),4.2 quarts. . . (with filter)After refill check oil level.
2013,Ford,FLEX,3.5L 6 -cyl Engine Code [8] D,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2013,Ford,FLEX,3.5L 6 -cyl Engine Code [T] T Turbo,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2013,Ford,FOCUS,2.0L 4 -cyl Engine Code [2] 2 Flex,5W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2013,Ford,FOCUS,2.0L 4 -cyl Engine Code [2] I,5W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2013,Ford,FOCUS,2.0L 4 -cyl Engine Code [9] P Turbo,5W-30 (All TEMPS),5.7 quarts. . . (with filter)After refill check oil level.
2013,Ford,FUSION,1.6L 4 -cyl Engine Code [R] R Turbo,5W-20 (All TEMPS),4.3 quarts. . . (with filter)After refill check oil level.
2013,Ford,FUSION,2.0L 4 -cyl Engine Code [9] P Turbo,5W-30 (All TEMPS),5.7 quarts. . . (with filter)After refill check oil level.
2013,Ford,FUSION,2.0L 4 -cyl Engine Code [U] 1,0W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2013,Ford,FUSION,2.5L 4 -cyl Engine Code [7] 7,5W-20 (All TEMPS),5.7 quarts. . . (with filter)After refill check oil level.
2013,Ford,MUSTANG,3.7L 6 -cyl Engine Code [M] M,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2013,Ford,MUSTANG,5.0L 8 -cyl Engine Code [F] F,5W-20 (All TEMPS),8 quarts. . . (with filter)After refill check oil level.
2013,Ford,MUSTANG,5.0L 8 -cyl Engine Code [U] U,5W-50 (All TEMPS),8.5 quarts. . . (with filter)After refill check oil level.
2013,Ford,MUSTANG,5.8L 8 -cyl Engine Code [Z] Z,5W-50 (All TEMPS),8.5 quarts. . . (with filter)After refill check oil level.
2013,Ford,POLICE INTERCEPTOR SEDAN,3.5L 6 -cyl Engine Code [8] D,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2013,Ford,POLICE INTERCEPTOR SEDAN,3.5L 6 -cyl Engine Code [T] T Turbo,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2013,Ford,POLICE INTERCEPTOR SEDAN,3.7L 6 -cyl Engine Code [K] 99K 0,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2013,Ford,TAURUS,2.0L 4 -cyl Engine Code [9] P Turbo,5W-30 (All TEMPS),5.7 quarts. . . (with filter)After refill check oil level.
2013,Ford,TAURUS,3.5L 6 -cyl Engine Code [8] D,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2013,Ford,TAURUS,3.5L 6 -cyl Engine Code [T] T Turbo,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2013,Ford Trucks,E150 VAN,4.6L 8 -cyl Engine Code [W] W Flex,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
